,origin,destination,count,delay_rate,avg_delay,avg_diff_flt,dep_arr_count
368,KPHL,LIRF,36,0.861271676300578,26.45886319845858,4.704166666666666,615.0
369,KPHX,E91,9,0.5555555555555556,14.318518518518513,-0.9333333333333348,510.0
370,KPHX,KDAL,6,0.5555555555555556,14.318518518518513,7.758333333333332,510.0
371,KPHX,KDEN,6,0.5555555555555556,14.318518518518513,1.4750000000000014,510.0
372,KPHX,KDTW,6,0.5555555555555556,14.318518518518513,-1.3166666666666629,510.0
373,KPHX,KGEG,6,0.5555555555555556,14.318518518518513,-11.033333333333331,510.0
374,KPHX,KLAS,6,0.5555555555555556,14.318518518518513,8.291666666666668,510.0
375,KPHX,KLAX,30,0.5555555555555556,14.318518518518513,-5.0249999999999995,510.0
376,KPHX,KMCO,6,0.5555555555555556,14.318518518518513,2.791666666666657,510.0
377,KPHX,KMKE,33,0.5555555555555556,14.318518518518513,-28.33787878787879,510.0
378,KPHX,KMSP,18,0.5555555555555556,14.318518518518513,-17.358333333333334,510.0
379,KPHX,KOAK,21,0.5555555555555556,14.318518518518513,-27.23095238095238,510.0
380,KPHX,KOMA,33,0.5555555555555556,14.318518518518513,3.7606060606060625,510.0
381,KPHX,KORD,36,0.5555555555555556,14.318518518518513,-4.094444444444444,510.0
382,KPHX,KPSP,21,0.5555555555555556,14.318518518518513,-2.2857142857142856,510.0
383,KPHX,KSAN,27,0.5555555555555556,14.318518518518513,1.3518518518518523,510.0
384,KPHX,KSEA,21,0.5555555555555556,14.318518518518513,-8.911904761904761,510.0
385,KPHX,KSFO,6,0.5555555555555556,14.318518518518513,-11.566666666666661,510.0
386,KPHX,KSJC,21,0.5555555555555556,14.318518518518513,-12.62142857142857,510.0
387,KPHX,KSMF,9,0.5555555555555556,14.318518518518513,-0.5166666666666657,510.0
388,KPIT,KMDW,6,1.0,26.0,-0.12499999999999996,156.0
389,KPSC,KSEA,15,0.4,8.94,4.820000000000002,27.0
390,KPSP,KPHX,15,0.2,5.2,1.1700000000000004,72.0
391,KPVD,KFOK,6,0.0,0.0,2.216666666666665,12.0
392,KRDU,KCLT,15,1.0,53.48333333333334,4.813333333333333,258.0
393,KRDU,KMCO,9,1.0,53.48333333333334,-5.477777777777779,258.0
394,KSAN,EDDF,27,0.6923076923076923,22.568376068376068,8.200000000000008,375.0
395,KSAN,KBOI,36,0.6923076923076923,22.568376068376068,-0.6999999999999995,375.0
396,KSAN,KDEN,6,0.6923076923076923,22.568376068376068,-2.4083333333333314,375.0
397,KSAN,KDFW,18,0.6923076923076923,22.568376068376068,-8.352777777777774,375.0
398,KSAN,KDTW,15,0.6923076923076923,22.568376068376068,0.6033333333333305,375.0
399,KSAN,KLAS,9,0.6923076923076923,22.568376068376068,-9.249999999999996,375.0
400,KSAN,KMCO,6,0.6923076923076923,22.568376068376068,4.450000000000018,375.0
401,KSAN,KMDW,6,0.6923076923076923,22.568376068376068,-3.3749999999999987,375.0
402,KSAN,KPHX,6,0.6923076923076923,22.568376068376068,-0.8333333333333321,375.0
403,KSAN,KRDU,12,0.6923076923076923,22.568376068376068,3.5458333333333427,375.0
404,KSAN,KSFO,9,0.6923076923076923,22.568376068376068,-7.016666666666666,375.0
405,KSAN,KSJC,42,0.6923076923076923,22.568376068376068,0.7964285714285708,375.0
406,KSAN,KSLC,21,0.6923076923076923,22.568376068376068,-2.48095238095238,375.0
407,KSAN,KSMF,6,0.6923076923076923,22.568376068376068,-1.2833333333333314,375.0
408,KSAN,KTPA,12,0.6923076923076923,22.568376068376068,-79.19999999999999,375.0
409,KSAT,KDAL,6,1.0,33.84444444444445,-11.016666666666675,12.0
410,KSEA,CYVR,33,0.8466666666666667,17.171777777777763,-4.16969696969697,837.0
411,KSEA,CYYC,36,0.8466666666666667,17.171777777777763,-1.6013888888888903,837.0
412,KSEA,EHAM,15,0.8466666666666667,17.171777777777763,-6.1299999999999955,837.0
413,KSEA,KBOS,6,0.8466666666666667,17.171777777777763,1.308333333333323,837.0
414,KSEA,KDEN,69,0.8466666666666667,17.171777777777763,-26.500000000000014,837.0
415,KSEA,KGEG,15,0.8466666666666667,17.171777777777763,2.773333333333333,837.0
416,KSEA,KGPI,42,0.8466666666666667,17.171777777777763,6.4523809523809526,837.0
417,KSEA,KLAS,36,0.8466666666666667,17.171777777777763,-3.5458333333333343,837.0
418,KSEA,KLAX,39,0.8466666666666667,17.171777777777763,0.09358974358974145,837.0
419,KSEA,KMKE,6,0.8466666666666667,17.171777777777763,4.541666666666671,837.0
